"smiles_sirius"	"confidenceRank_sirius"	"structurePerIdRank_sirius"	"formulaRank_sirius"	"#adducts_sirius"	"#predictedFPs_sirius"	"ConfidenceScore_sirius"	"CSI:FingerIDScore_sirius"	"ZodiacScore_sirius"	"SiriusScore_sirius"	"molecularFormula_sirius"	"adduct_sirius"	"InChIkey2D_sirius"	"InChI_sirius"	"name_sirius"	"xlogp_sirius"	"pubchemids_sirius"	"links_sirius"	"dbflags_sirius"	"ionMass_sirius"	"retentionTimeInSeconds_sirius"	"id_sirius"	"featureId_sirius"	"chebiid_sirius"	"chebiasciiname_sirius"	"searchscore_sirius"	"entitystar_sirius"	"feature_id"
"CCC(CCCCCC1C(=O)NC(C(=O)NC(C(=O)N2CCCCC2C(=O)N1)CC3=CC=CC=C3)C)O"	1698	1	1	2	2	"0.1712719450842049"	-516.324129642815	0.994472361809045	234.524858238372	"C28H42N4O5"	"[M - H2O + H]+"	"ZRWKFXOGNFQPMY"	"InChI=1S/C28H42N4O5/c1-3-21(33)14-8-5-9-15-22-26(35)29-19(2)25(34)31-23(18-20-12-6-4-7-13-20)28(37)32-17-11-10-16-24(32)27(36)30-22/h4,6-7,12-13,19,21-24,33H,3,5,8-11,14-18H2,1-2H3,(H,29,35)(H,30,36)(H,31,34)"	"null"	3.0999999	"24763421;101534806"	"COCONUT:(CNP0188492);Natural Products:(UNPD13645);Training Set;PubChem:(24763421 101534806);additional"	2670594	497.314270019531	441.829368	"1995_mapp_batch_00111_sirius_2190"	2190	NA	NA	NA	NA	2190
"CCC(CCCCCCCCCCCCCCC(=O)N1C(=O)CCC1=O)C2N(C(CO2)(C)C)[O]"	2657	1	1	1	1	"N/A"	-425.688434928506	1	34.0620612436267	"C27H47N2O5"	"[M + Na]+"	"HOBAIKHGXSJMRQ"	"InChI=1S/C27H47N2O5/c1-4-22(26-29(33)27(2,3)21-34-26)17-15-13-11-9-7-5-6-8-10-12-14-16-18-23(30)28-24(31)19-20-25(28)32/h22,26H,4-21H2,1-3H3"	"16-Doxylstearoyl maleimide"	6.5999999	"133426"	"MeSH:(133426);PubChem:(133426);PubMed"	70	502.337585449219	294.292182	"2287_mapp_batch_00111_sirius_2535"	2535	NA	NA	NA	NA	2535
"CCC(CO)(COC(=O)CCCCCN)COC(=O)C1CCCCC1C(=O)O"	2156	1	1	2	2	"0.11001270005692265"	-392.104970264577	1	33.8401910595231	"C20H35NO7"	"[M - H2O + H]+"	"CPEPBVDDMUAZAA"	"InChI=1S/C20H35NO7/c1-2-20(12-22,13-27-17(23)10-4-3-7-11-21)14-28-19(26)16-9-6-5-8-15(16)18(24)25/h15-16,22H,2-14,21H2,1H3,(H,24,25)"	"2-[2-(6-aminohexanoyloxymethyl)-2-(hydroxymethyl)butoxy]carbonylcyclohexane-1-carboxylic acid"	-0.800000012	"112142"	"PubChem:(112142);NORMAN:(NS00063363)"	262146	384.239074707031	172.84065	"2782_mapp_batch_00111_sirius_3191"	3191	NA	NA	NA	NA	3191
"CCC(CO)(COC(=O)CCCCCN)COC(=O)C1CCCCC1C(=O)O"	548	1	1	1	4	"0.4096438745350248"	-344.257273157741	0.868341708542714	72.0621206618805	"C20H35NO7"	"[M + H]+"	"CPEPBVDDMUAZAA"	"InChI=1S/C20H35NO7/c1-2-20(12-22,13-27-17(23)10-4-3-7-11-21)14-28-19(26)16-9-6-5-8-15(16)18(24)25/h15-16,22H,2-14,21H2,1H3,(H,24,25)"	"2-[2-(6-aminohexanoyloxymethyl)-2-(hydroxymethyl)butoxy]carbonylcyclohexane-1-carboxylic acid"	-0.800000012	"112142"	"PubChem:(112142);NORMAN:(NS00063363)"	262146	402.248519897461	208.84941	"817_mapp_batch_00111_sirius_833"	833	NA	NA	NA	NA	833
"CCC(COC(=O)C)N(CCN1C=NC2=C1C(=O)N(C(=O)N2C)C)C(=O)C"	2303	1	2	2	4	"0.08888516503875746"	-340.751894703556	0.0733668341708543	56.7329714425112	"C17H25N5O5"	"[M + H]+"	"ZPANGIRRRHIUNM"	"InChI=1S/C17H25N5O5/c1-6-13(9-27-12(3)24)22(11(2)23)8-7-21-10-18-15-14(21)16(25)20(5)17(26)19(15)4/h10,13H,6-9H2,1-5H3"	"(R)-(-)-2-N-(Theophyllinyl-7''-ethyl)-2-acetamino-1-acetoxybutane"	0.184758455	"3053004"	"PubChem:(3053004);PubChem class - safety and toxic"	67108866	380.191345214844	195.656346	"1387_mapp_batch_00111_sirius_1477"	1477	NA	NA	NA	NA	1477
"CCC(COC(=O)C)N(CCN1C=NC2=C1C(=O)N(C(=O)N2C)C)C(=O)C"	2304	1	2	2	4	"0.0888851650382532"	-340.751894703556	0.0763819095477387	56.7299044639463	"C17H25N5O5"	"[M + H]+"	"ZPANGIRRRHIUNM"	"InChI=1S/C17H25N5O5/c1-6-13(9-27-12(3)24)22(11(2)23)8-7-21-10-18-15-14(21)16(25)20(5)17(26)19(15)4/h10,13H,6-9H2,1-5H3"	"(R)-(-)-2-N-(Theophyllinyl-7''-ethyl)-2-acetamino-1-acetoxybutane"	0.184758455	"3053004"	"PubChem:(3053004);PubChem class - safety and toxic"	67108866	380.191336495536	195.656346	"2103_mapp_batch_00111_sirius_2301"	2301	NA	NA	NA	NA	2301
"CCC=C(C1=CSC(=N1)NC(=O)OC(C)(C)C)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C"	1384	1	1	1	2	"0.21298374054025457"	-840.688606454576	0.937185929648241	4.66024686299811	"C28H37N5O10S2"	"[M + H]+"	"MBCFXVZYMMCNLY"	"InChI=1S/C28H37N5O10S2/c1-8-9-15(16-12-45-25(30-16)32-26(39)43-28(5,6)7)19(34)31-17-20(35)33-18(14(10-40-24(29)38)11-44-21(17)33)22(36)41-13-42-23(37)27(2,3)4/h9,12,17,21H,8,10-11,13H2,1-7H3,(H2,29,38)(H,31,34)(H,30,32,39)"	"null"	3.35040998	"9961378;10372273;54063079;88650595"	"PubChem:(9961378 10372273 54063079 88650595);PubChem class - safety and toxic"	67108866	668.205200195312	631.63878	"1205_mapp_batch_00111_sirius_1259"	1259	NA	NA	NA	NA	1259
"CCC=CC=CC=CCCCCCCCCCC(=O)O"	2373	1	1	2	2	"0.0785168656324107"	-19.1480600393228	1	76.2720236633991	"C18H30O2"	"[M + H]+"	"ZSXWVPXJLXTOQQ"	"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-8H,2,9-17H2,1H3,(H,19,20)"	"11,13,15-Octadecatriensaeure"	5.86273956	"5494436;16070011;54564607"	"COCONUT:(CNP0416909);PubChem:(5494436 16070011 54564607);CHEBI:(44602 38386);PubChem class - bio and metabolites"	18874402	279.231689453125	537.009732	"1332_mapp_batch_00111_sirius_1404"	1404	NA	NA	NA	NA	1404
"CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O"	1096	1	1	2	2	"0.26613747777023566"	-20.1724365986894	1	125.610631769598	"C18H28O3"	"[M + H]+"	"ACHDMUPTZYZIGR"	"InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)"	"9-Oxo-10,12,15-odta"	4.5999999	"3017510;6365597;11380794"	"COCONUT:(CNP0256961);Natural Products:(UNPD131773);PubChem:(3017510 6365597 11380794);CHEBI:(142251);additional;MeSH:(6365597);Training Set;PubMed;KEGG Mine"	8592605286	293.210388183594	437.280396	"2108_mapp_batch_00111_sirius_2308"	2308	NA	NA	NA	NA	2308
"CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O"	1446	1	1	2	2	"0.20453711281186368"	-80.9231950271665	1	201.509386573634	"C18H28O3"	"[M - H2O + H]+"	"ACHDMUPTZYZIGR"	"InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)"	"9-Oxo-10,12,15-odta"	4.5999999	"3017510;6365597;11380794"	"COCONUT:(CNP0256961);Natural Products:(UNPD131773);PubChem:(3017510 6365597 11380794);CHEBI:(142251);additional;MeSH:(6365597);Training Set;PubMed;KEGG Mine"	8592605286	275.200485229492	359.643288	"417_mapp_batch_00111_sirius_430"	430	NA	NA	NA	NA	430
"CCC=CCC=CC=CC(CCCCCC(=O)O)O"	1221	1	1	2	2	"0.24020363912728415"	-49.3396027443178	1	187.755778488922	"C16H26O3"	"[M - H2O + H]+"	"AQDGYKAHAWRIDJ"	"InChI=1S/C16H26O3/c1-2-3-4-5-6-7-9-12-15(17)13-10-8-11-14-16(18)19/h3-4,6-7,9,12,15,17H,2,5,8,10-11,13-14H2,1H3,(H,18,19)"	"8,10,13-Hexadecatrienoic acid, 7-hydroxy-, (8E,10Z,13Z)-"	3.5999999	"71406610"	"COCONUT:(CNP0195556);Natural Products:(UNPD106475 UNPD137101);PubChem:(71406610);SuperNatural:(SN00382456 SN00346483)"	3178498	249.18384552002	247.787154	"3079_mapp_batch_00111_sirius_3496"	3496	NA	NA	NA	NA	3496
"CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)OC(=O)CC=CCC=CCC=CCC=CCC=CCC"	1985	1	2	2	3	"0.13157411289804902"	-340.788497323746	0.475376884422111	18.1272148382321	"C53H80O15"	"[M - H2O + H]+"	"GBUVPODJTFTLEC"	"InChI=1S/C53H80O15/c1-3-5-7-9-11-13-15-17-19-20-22-23-25-27-29-31-33-35-44(55)63-38-41(66-45(56)36-34-32-30-28-26-24-21-18-16-14-12-10-8-6-4-2)39-64-52-51(62)49(60)47(58)43(68-52)40-65-53-50(61)48(59)46(57)42(37-54)67-53/h5-8,11-14,17-19,21-23,26-29,32,34,41-43,46-54,57-62H,3-4,9-10,15-16,20,24-25,30-31,33,35-40H2,1-2H3"	"null"	6.5999999	"44468177"	"PubChem:(44468177);PubChem class - bio and metabolites"	16777218	939.548004150391	561.483114	"627_mapp_batch_00111_sirius_640"	640	NA	NA	NA	NA	640
"CCC=CCC=CCC=CCC=CCCCCC(=O)OC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)COC(=O)CC=CCC=CCC=CCC=CCC=CCC"	2352	1	1	2	3	"0.08181941182700983"	-329.117436474413	0.988944723618091	58.6509694195295	"C51H78O15"	"[M + H]+"	"IXGDAVSSYHYPJX"	"InChI=1S/C51H78O15/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-42(53)61-36-39(64-43(54)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2)37-62-50-49(60)47(58)45(56)41(66-50)38-63-51-48(59)46(57)44(55)40(35-52)65-51/h5-8,11-14,17-20,23-26,29,31,39-41,44-52,55-60H,3-4,9-10,15-16,21-22,27-28,30,32-38H2,1-2H3"	"Digalactosyldiacylglycerol(18:5(3Z,6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"	6.19999981	"10931024;21776625;52922088;101270826;101749557;101350808"	"COCONUT:(CNP0152547);Natural Products:(UNPD69660);PubChem:(10931024 21776625 52922088 101270826 101749557 101350808);SuperNatural:(SN00289359);PubMed"	3178562	931.538452148438	624.97032	"76_mapp_batch_00111_sirius_77"	77	NA	NA	NA	NA	77
"CCC=CCC=CCC=CCCCCCC(=O)OCC(CO)O"	538	1	1	2	2	"0.41343826728551786"	-75.4382292015662	1	72.1197566123715	"C19H32O4"	"[M - H2O + H]+"	"CMKZRSCSOAUETD"	"InChI=1S/C19H32O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h3-4,6-7,9-10,18,20-21H,2,5,8,11-17H2,1H3"	"null"	4.37473965	"101524034;125416154;125416160"	"PubChem:(101524034 125416154 125416160);COCONUT:(CNP0016944)"	2097154	307.226715087891	624.97032	"947_mapp_batch_00111_sirius_968"	968	NA	NA	NA	NA	968
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	97	1	1	2	2	"0.7808592018367675"	-38.2962798801231	1	150.23689578251	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247680664062	406.491882	"250_mapp_batch_00111_sirius_257"	257	NA	NA	NA	NA	257
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	102	1	1	2	2	"0.7660818538652736"	-58.7314835538194	1	111.30417194579	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247767857143	411.435216	"1756_mapp_batch_00111_sirius_1890"	1890	NA	NA	NA	NA	1890
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	86	1	1	2	2	"0.7911637758979513"	-30.176321553314	1	186.051834550314	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247131347656	492.168066	"104_mapp_batch_00111_sirius_105"	105	NA	NA	NA	NA	105
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	98	1	1	2	2	"0.7807688489228951"	-39.6303366431035	1	114.945241087915	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247767857143	411.435216	"1757_mapp_batch_00111_sirius_1891"	1891	NA	NA	NA	NA	1891
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	87	1	1	2	2	"0.7906418477747875"	-31.4308948529577	1	172.335703617097	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247406005859	498.346626	"200_mapp_batch_00111_sirius_205"	205	NA	NA	NA	NA	205
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	95	1	1	2	2	"0.7826004828217874"	-31.5770037183994	1	174.166583433675	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247680664062	401.525352	"507_mapp_batch_00111_sirius_520"	520	NA	NA	NA	NA	520
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	116	1	1	2	2	"0.7419195939333602"	-35.5306786829092	1	173.665558872411	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247608857996	406.491882	"2437_mapp_batch_00111_sirius_2746"	2746	NA	NA	NA	NA	2746
"CCC=CCC=CCC=CCCCCCCCC(=O)N"	103	1	1	2	2	"0.7660271693483773"	-33.2313584998301	1	176.089683926211	"C18H31NO"	"[M + H]+"	"NHUOWASJBBPFMB"	"InChI=1S/C18H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H2,19,20)"	"Linolenamide"	5.19999981	"3018825;6365786;9882094;88780393"	"NORMAN:(NS00061004);PubChem:(3018825 6365786 9882094 88780393);PubMed;CHEBI:(142684);KEGG Mine"	8590196834	278.247608857996	406.491882	"1788_mapp_batch_00111_sirius_1930"	1930	NA	NA	NA	NA	1930
"CCC=CCC=CCC=CCCCCCCCC(=O)NCCO"	104	1	1	2	2	"0.7646986189052047"	-3.11339627757065	1	54.3906531230249	"C20H35NO2"	"[M + H]+"	"HBJXRRXWHSHZPU"	"InChI=1S/C20H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h3-4,6-7,9-10,22H,2,5,8,11-19H2,1H3,(H,21,23)"	"Alpha-LEA"	5	"5283449;13912689;44373565;53394360;137699648"	"NORMAN:(NS00016761);COCONUT:(CNP0324768);HMDB:(13624);PubChem:(5283449 13912689 44373565 53394360 137699648);CHEBI:(89605);additional;PubChem class - bio and metabolites;MeSH:(5283449);Training Set;PubMed"	19677294	322.273941040039	412.825938	"2133_mapp_batch_00111_sirius_2336"	2336	NA	NA	NA	NA	2336
"CCC=CCC=CCC=CCCCCCCCC(=O)O"	887	1	1	2	2	"0.3132903285359055"	-9.97096008095944	1	103.26697651448	"C18H30O2"	"[M - H2O + H]+"	"DTOSIQBPPRVQHS"	"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)"	"alpha-LA"	5.86273956	"860;445640;4028869;5991656;5280934;5282822;5312499;5312500;5312501;5312502;5312503;5312504;5461005;12359003;12359005;12359006;25245675;52912203;53778543;71749794;70674793;70674794;70675588;70675602;71309393;87329441;88801875;90937457;101947580;101947581;102602067;117064405;118797069;118366622;118366623;129773991;129848552;129853298;132935946;132426821;135385002"	"HMDB:(1388 30964);PubChem class - food;SuperNatural:(SN00298436 SN00003487 SN00020772 SN00299171 SN00064437);ZINC bio:(ZINC03802189 ZINC03870057 ZINC13508536 ZINC13508538 ZINC13508540 ZINC14616300);MeSH:(5280934);Plantcyc:(LINOLENIC_ACID);PubMed;NORMAN:(NS00012800);COCONUT:(CNP0149780 CNP0218792);KNApSAcK:(7247);Natural Products:(UNPD14564 UNPD213805 UNPD61555);PubChem:(860 445640 4028869 5991656 5280934 5282822 5312499 5312500 5312501 5312502 5312503 5312504 5461005 12359003 12359005 12359006 25245675 52912203 53778543 71749794 70674793 70674794 70675588 70675602 71309393 87329441 88801875 90937457 101947580 101947581 102602067 117064405 118797069 118366622 118366623 129773991 129848552 129853298 132935946 132426821 135385002);YMDB Mine;CHEBI:(32387 92583 27432);PubChem class - bio and metabolites;KEGG:(C06427);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(SMA-0000047 CPD-10245 LINOLENIC_ACID)"	34614978942	261.220611572266	492.168066	"961_mapp_batch_00111_sirius_982"	982	"CHEBI:165492"	"Elaidolinolenic acid"	"4.38"	"2"	982
"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(C(C(C(CO)O)O)O)O"	843	1	1	2	2	"0.3243496437141999"	-77.8875200461462	1	136.28803520857	"C24H42O7"	"[M + H]+"	"SIYNRPHDAIDUJN"	"InChI=1S/C24H42O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(28)31-19-21(27)24(30)23(29)20(26)18-25/h3-4,6-7,9-10,20-21,23-27,29-30H,2,5,8,11-19H2,1H3"	"Linolenoyl sorbitol"	3.0999999	"193233;6443747"	"MeSH:(6443747);PubChem:(193233 6443747);PubMed"	70	443.299835205078	459.161508	"1970_mapp_batch_00111_sirius_2165"	2165	NA	NA	NA	NA	2165
"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(C(C(C(CO)O)O)O)O"	195	1	1	2	2	"0.641649071078563"	-93.162032829738	1	154.195912815985	"C24H42O7"	"[M - H2O + H]+"	"SIYNRPHDAIDUJN"	"InChI=1S/C24H42O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(28)31-19-21(27)24(30)23(29)20(26)18-25/h3-4,6-7,9-10,20-21,23-27,29-30H,2,5,8,11-19H2,1H3"	"Linolenoyl sorbitol"	3.0999999	"193233;6443747"	"MeSH:(6443747);PubChem:(193233 6443747);PubMed"	70	425.289566040039	459.161508	"1944_mapp_batch_00111_sirius_2138"	2138	NA	NA	NA	NA	2138
"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O"	250	1	1	2	2	"0.5830549608892351"	-4.95160838065183	1	135.384935198652	"C21H36O4"	"[M + H]+"	"GGJRAQULURVTAJ"	"InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3"	"1-Monolinolenin"	5.27316475	"86742;5872092;5317746;5367328;9884879;53480979;71728430;92477703;92477704;124511007;124305059;124306178"	"HMDB:(11570);SuperNatural:(SN00011284 SN00011285 SN00157493);ZINC bio:(ZINC04557122 ZINC04557123);additional;PubMed;NORMAN:(NS00013704);COCONUT:(CNP0121104);Natural Products:(UNPD47725);PubChem:(86742 5872092 5317746 5367328 9884879 53480979 71728430 92477703 92477704 124511007 124305059 124306178);CHEBI:(75577 75610 75576 75575);PubChem class - bio and metabolites;Training Set"	20766826	353.268142700195	451.244928	"920_mapp_batch_00111_sirius_941"	941	NA	NA	NA	NA	941
"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O"	487	1	1	2	2	"0.4355213610658936"	-36.2005818813332	1	56.2087895816048	"C21H36O4"	"[M - H2O + H]+"	"GGJRAQULURVTAJ"	"InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3"	"1-Monolinolenin"	5.27316475	"86742;5872092;5317746;5367328;9884879;53480979;71728430;92477703;92477704;124511007;124305059;124306178"	"HMDB:(11570);SuperNatural:(SN00011284 SN00011285 SN00157493);ZINC bio:(ZINC04557122 ZINC04557123);additional;PubMed;NORMAN:(NS00013704);COCONUT:(CNP0121104);Natural Products:(UNPD47725);PubChem:(86742 5872092 5317746 5367328 9884879 53480979 71728430 92477703 92477704 124511007 124305059 124306178);CHEBI:(75577 75610 75576 75575);PubChem class - bio and metabolites;Training Set"	20766826	335.256809779576	698.57406	"2995_mapp_batch_00111_sirius_3409"	3409	NA	NA	NA	NA	3409
"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O"	433	1	1	2	2	"0.462319687827743"	-26.3114643668678	1	64.6263028113104	"C21H36O4"	"[M - H2O + H]+"	"GGJRAQULURVTAJ"	"InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3"	"1-Monolinolenin"	5.27316475	"86742;5872092;5317746;5367328;9884879;53480979;71728430;92477703;92477704;124511007;124305059;124306178"	"HMDB:(11570);SuperNatural:(SN00011284 SN00011285 SN00157493);ZINC bio:(ZINC04557122 ZINC04557123);additional;PubMed;NORMAN:(NS00013704);COCONUT:(CNP0121104);Natural Products:(UNPD47725);PubChem:(86742 5872092 5317746 5367328 9884879 53480979 71728430 92477703 92477704 124511007 124305059 124306178);CHEBI:(75577 75610 75576 75575);PubChem class - bio and metabolites;Training Set"	20766826	335.257110595703	442.458486	"1374_mapp_batch_00111_sirius_1458"	1458	NA	NA	NA	NA	1458
"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O"	696	1	1	2	2	"0.35750764930673185"	-39.5865134206427	1	87.5847437054294	"C21H36O4"	"[M - H2O + H]+"	"GGJRAQULURVTAJ"	"InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3"	"1-Monolinolenin"	5.27316475	"86742;5872092;5317746;5367328;9884879;53480979;71728430;92477703;92477704;124511007;124305059;124306178"	"HMDB:(11570);SuperNatural:(SN00011284 SN00011285 SN00157493);ZINC bio:(ZINC04557122 ZINC04557123);additional;PubMed;NORMAN:(NS00013704);COCONUT:(CNP0121104);Natural Products:(UNPD47725);PubChem:(86742 5872092 5317746 5367328 9884879 53480979 71728430 92477703 92477704 124511007 124305059 124306178);CHEBI:(75577 75610 75576 75575);PubChem class - bio and metabolites;Training Set"	20766826	335.257781982422	624.97032	"729_mapp_batch_00111_sirius_743"	743	NA	NA	NA	NA	743
"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O"	460	1	1	2	2	"0.44665466731144987"	-15.4530614231946	1	72.9378411040564	"C21H36O4"	"[M - H2O + H]+"	"GGJRAQULURVTAJ"	"InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3"	"1-Monolinolenin"	5.27316475	"86742;5872092;5317746;5367328;9884879;53480979;71728430;92477703;92477704;124511007;124305059;124306178"	"HMDB:(11570);SuperNatural:(SN00011284 SN00011285 SN00157493);ZINC bio:(ZINC04557122 ZINC04557123);additional;PubMed;NORMAN:(NS00013704);COCONUT:(CNP0121104);Natural Products:(UNPD47725);PubChem:(86742 5872092 5317746 5367328 9884879 53480979 71728430 92477703 92477704 124511007 124305059 124306178);CHEBI:(75577 75610 75576 75575);PubChem class - bio and metabolites;Training Set"	20766826	335.258087158203	696.40104	"1618_mapp_batch_00111_sirius_1751"	1751	NA	NA	NA	NA	1751
